ma_mon,ten_mon,nhom_mon,stt_thanh_phan,thanh_phan_goc,thanh_phan_chuan_hoa,ten_tham_chieu_tieng_anh,nhom_thanh_phan,trang_thai_tham_chieu,vai_tro_trong_mon,phan_an_duoc,loai_dong,nhom_lua_chon,tinh_vao_tong_mac_dinh,khoi_luong_uoc_tinh_g_moi_suat,kcal_tren_100g,kcal_uoc_tinh_thanh_phan_trong_suat,tong_kcal_uoc_tinh_tu_thanh_phan_da_liet_ke_mac_dinh,ty_le_kcal_trong_tong_thanh_phan_da_liet_ke_phan_tram,co_so_khoi_luong,pham_vi_du_lieu,nguon_kcal,ma_du_lieu_nguon,energy_nutrient_field,ten_ban_ghi_nguon,url_nguon_kcal,url_nguon_mon_goc,do_tin_cay_kcal_100g,do_tin_cay_khoi_luong,ghi_chu,ngay_tra_cuu
HN121,Bún ốc,Món nước Hà Nội,1,bún,Bún tươi,"Rice vermicelli, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,298.4,66.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice vermicelli, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,cao,thap,Bún gạo tươi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN121,Bún ốc,Món nước Hà Nội,2,ốc,Thịt ốc chín,"Snail meat, cooked",hải sản,"chín, phần ăn được",dam_chinh_nhuyen_the,có,thành phần được liệt kê,,có,90,90,81,298.4,27.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Snail meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,"Không tính vỏ ốc. Khối lượng ruột/thịt ăn được, không tính vỏ.",2026-08-02
HN121,Bún ốc,Món nước Hà Nội,3,cà chua,Cà chua tươi,"Tomato, raw",rau quả,tươi,rau_cu,có,thành phần được liệt kê,,có,60,18,10.8,298.4,3.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Tomato, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Phần quả ăn được. Khối lượng rau/củ chín hoặc sơ chế trong một suất.,2026-08-02
HN121,Bún ốc,Món nước Hà Nội,4,giấm bỗng,Giấm bỗng,Vietnamese rice-wine vinegar lees,gia vị lên men,dạng lỏng,nuoc_cham_gia_vi_long,có,thành phần được liệt kê,,có,15,20,3,298.4,1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese rice-wine vinegar lees,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,"Proxy giấm gạo có cặn; độ đặc thay đổi. Lượng nước chấm/gia vị lỏng thực ăn trong một suất, không phải toàn bộ bát chấm.",2026-08-02
HN121,Bún ốc,Món nước Hà Nội,5,tía tô,Lá tía tô,Perilla leaves,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,37,5.6,298.4,1.9,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Perilla leaves,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Lá ăn được. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN122,Bún thang,Món nước Hà Nội,1,bún,Bún tươi,"Rice vermicelli, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,713.9,27.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice vermicelli, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,cao,thap,Bún gạo tươi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN122,Bún thang,Món nước Hà Nội,2,gà,Thịt gà chín,"Chicken meat, cooked",thịt gia cầm,"chín, thịt và da đại diện",dam_chinh,có,thành phần được liệt kê,,có,76.2,239,182.1,713.9,25.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Chicken meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Biến thiên theo phần cắt và có da hay không. Khối lượng thịt chín ăn được trong một suất; gà tùy chọn chỉ tính khi thực sự thêm. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.,2026-08-02
HN122,Bún thang,Món nước Hà Nội,3,trứng,Trứng gà nguyên quả,"Chicken egg, whole, cooked",trứng,chín,dam_phu,có,thành phần được liệt kê,,có,41.9,155,64.9,713.9,9.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Chicken egg, whole, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,cao,thap,"Trứng gà nguyên quả đại diện. Quy đổi một quả trứng gà cỡ vừa, bỏ vỏ. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN122,Bún thang,Món nước Hà Nội,4,giò lụa,Giò lụa lợn,Vietnamese pork sausage,thịt chế biến,chín,dam_che_bien,có,thành phần được liệt kê,,có,41.9,230,96.4,713.9,13.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese pork sausage,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,"Biến thiên theo tỷ lệ thịt, mỡ và bột. Một phần chả/giò ăn kèm; giò sống được hiểu là khối lượng sau nấu gần tương đương. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN122,Bún thang,Món nước Hà Nội,5,củ cải khô,Củ cải sấy khô,Dried radish,rau khô,sấy khô,rau_cu_an_kem,có,thành phần được liệt kê,,có,70,240,168,713.9,23.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),Dried radish,https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,thap,thap,Mật độ cao do mất nước; loại ngâm nở thấp hơn. Khối lượng rau/củ ăn kèm hoặc làm nộm trong một phần.,2026-08-02
HN122,Bún thang,Món nước Hà Nội,6,rau răm,Rau răm,Vietnamese coriander,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,713.9,0.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese coriander,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Ước tính theo rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN123,Phở bò,Món nước Hà Nội,1,bánh phở,Bánh phở tươi,"Flat rice noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,435.3,45.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Flat rice noodles, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,cao,thap,Bánh phở tươi ăn ngay. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN123,Phở bò,Món nước Hà Nội,2,xương bò,Xương bò dùng hầm,Beef bones for stock,vật liệu nấu nước dùng,không ăn trực tiếp,vat_lieu_khong_an,không,thành phần được liệt kê,,không,0,0,0,435.3,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Beef bones for stock,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,cao,thap,"Xương không ăn trực tiếp; năng lượng chiết xuất vào nước dùng không thể suy ra từ danh sách thành phần này. Khối lượng ăn được bằng 0; xương chỉ dùng nấu nước, lá và ống tre chỉ dùng gói/chứa. Năng lượng chiết xuất vào nước dùng không thể suy ra từ danh sách này. Không ăn trực tiếp; không cộng vào tổng kcal mặc định.",2026-08-02
HN123,Phở bò,Món nước Hà Nội,3,thịt bò,Thịt bò chín,"Beef, cooked",thịt,chín,dam_chinh,có,thành phần được liệt kê,,có,90,250,225,435.3,51.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Beef, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Giá trị đại diện phần cắt nạc-mỡ vừa. Khối lượng thịt bò chín/nhúng trong một suất.,2026-08-02
HN123,Phở bò,Món nước Hà Nội,4,hành,Hành lá,"Spring onion, raw",rau thơm,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,32,6.4,435.3,1.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Spring onion, raw",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,"Giả định hành lá, không phải hành củ. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.",2026-08-02
HN123,Phở bò,Món nước Hà Nội,5,quế,Quế khô,"Cinnamon, ground",gia vị,khô,gia_vi_kho_manh,có,thành phần được liệt kê,,có,1,247,2.5,435.3,0.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 02010,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"CINNAMON,GROUND",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,cao,thap,Thường ngâm nấu rồi bỏ; lượng dùng nhỏ. Lượng gia vị khô quy đổi; nhiều loại chỉ chiết hương và không ăn phần xác. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.,2026-08-02
